"","Target","Age","Smstr1.GPA","Smstr2.GPA","GPA","Gender","Mart.Stat","Nationality","Mom.Ed","Mom.Occp","Dad.Ed","Dad.Occp","Course","Admission.Grade","Scholarship","Age.Group","Grade"
"2275","Dropout",20,3.62,3.33,3.48,1,1,1,38,5,38,9,9119,116.9,0,"B_early_20s","B+"
"2276","Enrolled",20,3.95,3.43,3.69,1,1,1,19,9,19,9,9119,114.7,0,"B_early_20s","B+"
"2277","Graduate",20,3.04,3.82,3.43,1,1,1,1,4,1,3,9119,105.6,0,"B_early_20s","B+"
"2278","Graduate",20,2.58,3.2,2.89,1,1,1,19,9,19,9,9147,114.2,0,"B_early_20s","B-"
"2279","Enrolled",20,2.82,2.94,2.88,1,1,1,1,4,1,5,9003,140,0,"B_early_20s","B-"
"2280","Enrolled",20,3.5,3,3.25,1,1,1,3,3,1,5,9670,110.7,0,"B_early_20s","B"
"2281","Enrolled",20,2.88,0,1.44,1,1,1,19,4,1,5,9119,115.8,0,"B_early_20s","D+"
"2282","Dropout",20,3,2.75,2.88,1,1,1,19,9,19,3,9147,115.6,0,"B_early_20s","B-"
"2283","Dropout",20,0,0,0,1,1,1,34,0,34,0,9853,142.8,0,"B_early_20s","F"
"2284","Graduate",20,3.62,3.83,3.72,1,1,1,19,5,19,5,9003,170,0,"B_early_20s","A-"
"2285","Dropout",20,0,0,0,1,1,1,37,9,38,9,9254,122.7,1,"B_early_20s","F"
"2286","Enrolled",20,3.46,3.08,3.27,1,1,1,37,9,37,1,9003,140,1,"B_early_20s","B"
"2287","Dropout",20,3.19,3.17,3.18,1,1,1,38,8,37,7,9070,131.7,0,"B_early_20s","B"
"2288","Graduate",20,3.58,3.75,3.66,1,1,1,3,2,19,5,9773,127,0,"B_early_20s","B+"
"2289","Dropout",20,0,0,0,1,1,1,19,9,1,7,9147,139.3,0,"B_early_20s","F"
"2290","Enrolled",20,3.17,3.12,3.14,1,1,1,19,5,38,6,9147,123.2,0,"B_early_20s","B"
"2291","Graduate",20,3.68,3.12,3.4,1,1,1,1,2,38,8,9254,122.3,1,"B_early_20s","B+"
"2292","Enrolled",20,3.42,2.56,2.99,1,1,1,1,4,1,4,9773,127.9,0,"B_early_20s","B-"
"2293","Graduate",20,0,0,0,1,1,1,19,9,37,9,171,158.1,1,"B_early_20s","F"
"2294","Graduate",20,3.33,3.34,3.34,0,1,6,5,1,4,1,9085,150,0,"B_early_20s","B+"
"2295","Enrolled",20,3.56,2.5,3.03,1,1,62,1,191,1,171,9119,121,0,"B_early_20s","B"
"2296","Dropout",20,0,0,0,0,1,1,19,5,1,5,9853,107.3,0,"B_early_20s","F"
"2297","Graduate",20,3.16,3.3,3.23,0,1,1,37,9,38,6,9003,160,1,"B_early_20s","B"
"2298","Graduate",20,3.38,3.25,3.32,0,1,26,42,2,1,7,9670,130,0,"B_early_20s","B+"
"2299","Graduate",20,3.46,2.96,3.21,0,1,1,19,9,19,5,9238,135,0,"B_early_20s","B"
"2300","Enrolled",20,3.12,3.58,3.35,0,1,1,3,4,3,4,9070,153.1,1,"B_early_20s","B+"
"2301","Enrolled",20,3,0,1.5,0,1,1,38,2,1,4,9238,126,0,"B_early_20s","D+"
"2302","Graduate",20,3.5,3.33,3.42,0,1,41,37,5,37,5,9254,153.8,1,"B_early_20s","B+"
"2303","Graduate",20,3.75,3.25,3.5,0,1,1,37,4,38,9,9773,134.2,1,"B_early_20s","B+"
"2304","Dropout",20,3.08,2.62,2.85,0,1,1,37,9,37,10,9853,122.6,0,"B_early_20s","B-"
"2305","Graduate",20,2.75,3.19,2.97,0,1,1,38,5,38,5,9254,115.6,0,"B_early_20s","B-"
"2306","Graduate",20,3.69,3.06,3.38,1,1,1,1,5,1,5,9773,123.1,0,"B_early_20s","B+"
"2307","Graduate",20,4.04,3.96,4,0,1,41,1,5,19,5,9130,125.6,0,"B_early_20s","A"
"2308","Graduate",20,3,2.96,2.98,0,1,1,1,9,37,9,9070,105.1,1,"B_early_20s","B-"
"2309","Graduate",20,3.08,3,3.04,0,1,22,1,3,37,9,9773,130.5,0,"B_early_20s","B"
"2310","Dropout",20,2.69,0,1.34,1,1,1,38,0,38,5,9254,126.1,0,"B_early_20s","D+"
"2311","Enrolled",20,3.18,3.25,3.21,1,1,1,1,7,19,5,9670,129.9,0,"B_early_20s","B"
"2312","Graduate",20,3,2.88,2.94,1,1,1,38,9,38,9,9773,133.4,1,"B_early_20s","B-"
"2313","Dropout",20,3.08,0,1.54,1,1,1,3,2,4,2,9670,122.8,0,"B_early_20s","D+"
"2314","Dropout",20,2.95,3,2.98,1,1,1,38,9,38,5,9003,130,0,"B_early_20s","B-"
"2315","Dropout",20,3,3,3,1,1,1,19,9,38,8,9500,118.3,0,"B_early_20s","B"
"2316","Enrolled",20,3.49,3.31,3.4,1,1,1,3,2,1,8,9500,121.4,0,"B_early_20s","B+"
"2317","Enrolled",20,3,3.12,3.06,1,1,1,1,9,19,9,9853,111.9,1,"B_early_20s","B"
"2318","Dropout",20,3.15,2.89,3.02,1,1,1,1,3,19,5,9500,115,0,"B_early_20s","B"
"2319","Enrolled",20,2.7,3,2.85,1,1,1,1,141,38,192,9119,122.5,0,"B_early_20s","B-"
"2320","Enrolled",20,2.75,2.5,2.62,1,1,1,19,9,38,8,9147,115.7,0,"B_early_20s","C+"
"2321","Enrolled",20,0,0,0,1,1,1,37,9,19,9,9119,166,0,"B_early_20s","F"
"2322","Graduate",20,2.95,2.9,2.92,1,1,1,19,4,19,4,9147,109.5,1,"B_early_20s","B-"
"2323","Dropout",20,3.15,3.19,3.17,1,1,1,37,9,1,7,9070,123.9,0,"B_early_20s","B"
"2324","Dropout",20,0,0,0,1,1,1,38,7,19,3,9119,119.9,0,"B_early_20s","F"
"2325","Graduate",20,2.94,3.35,3.14,1,1,1,3,2,3,2,9130,132.4,0,"B_early_20s","B"
"2326","Dropout",20,0,0,0,1,1,1,1,9,3,5,9147,137.1,0,"B_early_20s","F"
"2327","Graduate",20,3,3.35,3.17,0,1,1,38,5,38,8,9130,120.4,0,"B_early_20s","B"
"2328","Graduate",20,3.04,3.04,3.04,0,1,1,2,3,12,10,9238,104.2,0,"B_early_20s","B"
"2329","Enrolled",20,3.5,3.5,3.5,0,1,1,19,4,19,4,9500,122,0,"B_early_20s","B+"
"2330","Graduate",20,3.85,3.85,3.85,0,1,1,37,9,37,9,9500,126,0,"B_early_20s","A-"
"2331","Graduate",20,3.42,3.64,3.53,0,1,1,1,3,1,3,9238,102,1,"B_early_20s","B+"
"2332","Enrolled",20,3.1,2.95,3.03,1,1,1,37,191,38,163,9500,102.2,0,"B_early_20s","B"
"2333","Enrolled",20,2.7,3,2.85,1,1,1,2,9,3,6,9003,130,0,"B_early_20s","B-"
"2334","Graduate",20,3.08,3.05,3.06,0,1,1,38,6,19,10,9147,126.8,0,"B_early_20s","B"
"2335","Dropout",20,2.58,2.75,2.66,0,1,1,34,9,37,9,9853,129.2,0,"B_early_20s","C+"
"2336","Enrolled",20,3.3,3.17,3.23,0,1,1,37,9,37,7,9238,129.9,0,"B_early_20s","B"
"2337","Dropout",20,0,0,0,0,1,1,3,2,1,4,9130,120,0,"B_early_20s","F"
"2338","Graduate",20,4.18,3.83,4,0,1,1,19,9,19,1,9085,135.6,0,"B_early_20s","A"
"2339","Dropout",20,0,0,0,0,1,1,3,9,1,9,171,126.9,0,"B_early_20s","F"
"2340","Graduate",20,3.39,3.18,3.29,0,1,1,38,9,38,6,9003,160,0,"B_early_20s","B"
"2341","Dropout",20,0,0,0,0,1,1,1,4,1,4,9773,109,0,"B_early_20s","F"
"2342","Graduate",20,3.17,3.25,3.21,0,1,1,38,9,37,9,9853,118.9,0,"B_early_20s","B"
"2343","Graduate",20,0,0,0,0,1,1,2,3,1,3,171,148.9,0,"B_early_20s","F"
"2344","Graduate",20,3.46,3.64,3.55,0,1,1,1,4,3,6,8014,139.2,0,"B_early_20s","B+"
"2345","Graduate",20,2.81,2.6,2.7,0,1,1,19,9,37,7,9147,130,0,"B_early_20s","B-"
"2346","Dropout",20,0,0,0,0,1,1,37,9,37,3,171,115.7,0,"B_early_20s","F"
"2347","Graduate",20,3.09,3.29,3.19,0,1,1,4,3,1,10,9670,112.3,0,"B_early_20s","B"
"2348","Graduate",20,3.53,3.15,3.34,0,2,1,19,5,38,5,9003,118.4,0,"B_early_20s","B+"
"2349","Graduate",20,2.94,3.17,3.05,0,1,1,1,9,1,1,9670,103,1,"B_early_20s","B"
"2350","Graduate",20,2.9,3.08,2.99,0,1,1,37,9,37,9,9147,116.5,0,"B_early_20s","B-"
"2351","Enrolled",20,3.06,2.88,2.97,0,1,1,19,5,1,4,9853,110,0,"B_early_20s","B-"
"2352","Dropout",20,0,0,0,0,1,1,3,3,3,2,9773,140.2,0,"B_early_20s","F"
"2353","Enrolled",20,2.75,2.88,2.82,0,1,1,3,2,3,2,9147,112,0,"B_early_20s","B-"
"2354","Graduate",20,3.25,3.62,3.44,0,1,1,1,3,12,6,9500,115.2,0,"B_early_20s","B+"
"2355","Graduate",20,3.94,3.25,3.59,0,1,1,3,2,2,3,9085,130.2,0,"B_early_20s","B+"
"2356","Graduate",20,3.44,3.39,3.42,0,1,1,37,9,37,9,9500,95,0,"B_early_20s","B+"
"2357","Graduate",20,3.65,3.42,3.54,0,1,1,1,4,19,8,9085,145.2,0,"B_early_20s","B+"
"2358","Graduate",20,3.54,3.25,3.4,0,1,1,1,9,1,10,9670,126.7,1,"B_early_20s","B+"
"2359","Dropout",20,3.25,3.29,3.27,0,1,1,1,9,19,9,9773,136.1,1,"B_early_20s","B"
"2360","Graduate",20,3.96,4,3.98,0,1,1,37,9,37,9,9085,123,1,"B_early_20s","A-"
"2361","Enrolled",20,2.83,2.64,2.74,1,1,1,1,5,19,5,9670,111.9,1,"B_early_20s","B-"
"2362","Enrolled",20,3.2,2.9,3.05,1,1,1,4,123,2,112,9670,143.6,0,"B_early_20s","B"
"2363","Graduate",20,3.33,3.14,3.24,1,1,1,19,3,37,5,9500,116.6,1,"B_early_20s","B"
"2364","Graduate",20,3.05,2.88,2.96,0,1,1,37,9,19,3,9070,116.3,0,"B_early_20s","B-"
"2365","Enrolled",20,3.3,3.21,3.26,0,1,1,38,9,38,7,9853,128.4,1,"B_early_20s","B"
"2366","Graduate",20,3.39,3.33,3.36,0,1,1,19,9,19,7,9773,121,0,"B_early_20s","B+"
"2367","Graduate",20,2.7,2.88,2.79,0,1,1,19,3,19,10,9254,117.7,0,"B_early_20s","B-"
"2368","Graduate",20,2.66,2.89,2.78,0,1,1,37,7,38,9,9556,125.8,1,"B_early_20s","B-"
"2369","Graduate",20,0,0,0,0,1,1,1,4,40,3,171,149.9,0,"B_early_20s","F"
"2370","Enrolled",20,3.01,2.94,2.97,0,1,1,1,3,1,4,9500,102.4,0,"B_early_20s","B-"
"2371","Enrolled",20,2.79,2.69,2.74,0,1,1,38,7,19,7,9147,125.7,0,"B_early_20s","B-"
"2372","Enrolled",20,3.12,3.25,3.18,0,1,1,1,9,1,9,9130,109.3,0,"B_early_20s","B"
"2373","Enrolled",20,2.75,2.83,2.79,1,1,1,19,9,19,9,9070,122.8,1,"B_early_20s","B-"
"2374","Graduate",20,3.21,2.95,3.08,0,1,41,1,9,1,9,9254,126.5,1,"B_early_20s","B"
"2375","Graduate",20,3.75,4.08,3.92,0,1,1,1,5,38,7,9238,127.7,1,"B_early_20s","A-"
"2376","Graduate",20,3,3.2,3.1,1,1,1,1,4,37,8,9147,121.1,1,"B_early_20s","B"
"2377","Dropout",20,3.3,2.69,3,0,1,1,1,9,3,2,9853,123.7,0,"B_early_20s","B"
"2378","Dropout",20,3.09,2.81,2.95,1,1,1,3,3,2,1,9070,116.9,0,"B_early_20s","B-"
"2379","Graduate",20,3.21,3.21,3.21,1,1,1,1,9,1,9,9500,127,0,"B_early_20s","B"
"2380","Enrolled",20,3.04,3,3.02,1,1,1,5,4,3,4,9773,122.8,0,"B_early_20s","B"
"2381","Graduate",20,3.14,3.04,3.09,1,1,1,3,4,2,5,9254,112.6,1,"B_early_20s","B"
"2382","Dropout",20,0,0,0,1,1,1,3,2,19,6,9003,150,0,"B_early_20s","F"
"2383","Graduate",20,2.67,3.06,2.87,1,1,1,37,90,37,90,9119,122.1,0,"B_early_20s","B-"
"2384","Graduate",20,3.81,3.68,3.74,0,1,1,19,9,38,7,9670,146.2,1,"B_early_20s","A-"
"2385","Graduate",20,2.99,3.26,3.12,0,1,1,38,9,38,8,9500,108.4,1,"B_early_20s","B"
"2386","Graduate",20,3.42,3.28,3.35,0,1,1,38,5,38,5,9500,114.2,0,"B_early_20s","B+"
"2387","Dropout",20,0,0,0,0,1,1,37,9,38,9,9085,111.3,0,"B_early_20s","F"
"2388","Graduate",20,3.86,3.38,3.62,0,1,1,1,4,38,7,9085,122.2,1,"B_early_20s","B+"
"2389","Graduate",20,3.25,3.35,3.3,0,1,1,19,9,1,3,9147,130,1,"B_early_20s","B+"
"2390","Graduate",20,3.18,3.66,3.42,0,1,41,1,7,1,7,9556,124.4,0,"B_early_20s","B+"
"2391","Dropout",20,3.5,0,1.75,1,1,1,1,5,1,5,9238,128.5,0,"B_early_20s","C-"
"2392","Enrolled",20,3.21,3.1,3.16,1,1,1,1,9,1,10,9254,118.3,0,"B_early_20s","B"
"2393","Graduate",20,2.79,2.89,2.84,1,1,1,1,9,19,9,9238,132,1,"B_early_20s","B-"
"2394","Enrolled",20,3.1,3.25,3.17,1,1,1,1,4,1,8,9670,123,0,"B_early_20s","B"
"2395","Graduate",20,3.21,3.17,3.19,1,1,1,3,4,19,4,9070,130.3,1,"B_early_20s","B"
"2396","Enrolled",20,3.25,3.15,3.2,1,1,1,3,3,19,4,9119,130,0,"B_early_20s","B"
"2397","Graduate",20,3.04,3.21,3.12,0,1,1,38,3,38,7,9853,112.3,1,"B_early_20s","B"
"2398","Graduate",20,3.32,2.95,3.13,0,1,1,38,4,38,9,9085,119.1,0,"B_early_20s","B"
"2399","Graduate",20,3.45,3.47,3.46,0,1,1,19,4,37,9,9085,160,0,"B_early_20s","B+"
"2400","Enrolled",20,3.39,3.4,3.4,0,1,1,37,7,19,7,9670,125.7,0,"B_early_20s","B+"
"2401","Graduate",20,3.46,3.21,3.34,0,1,1,19,3,38,5,9773,117.4,0,"B_early_20s","B+"
"2402","Enrolled",20,3.39,3.69,3.54,0,1,1,3,2,38,9,9500,125.7,0,"B_early_20s","B+"
"2403","Graduate",20,3.33,3.5,3.42,0,1,1,19,4,38,9,9238,146.7,1,"B_early_20s","B+"
"2404","Dropout",20,0,0,0,0,1,1,9,4,19,1,9085,134.2,0,"B_early_20s","F"
"2405","Graduate",20,2.92,2.83,2.88,0,1,1,19,4,1,3,9238,125.2,0,"B_early_20s","B-"
"2406","Graduate",20,2.88,3.1,2.99,0,1,1,37,9,19,7,9254,116.9,0,"B_early_20s","B-"
"2407","Graduate",20,2.89,2.89,2.89,0,1,1,1,4,1,4,9500,100,0,"B_early_20s","B-"
"2408","Enrolled",20,3,2.88,2.94,0,1,1,38,3,19,10,9147,128.6,0,"B_early_20s","B-"
"2409","Graduate",20,3.92,3.61,3.76,0,1,1,38,191,38,174,9085,125.4,0,"B_early_20s","A-"
"2410","Graduate",20,3.76,3.63,3.69,0,1,1,1,4,37,9,9003,140.7,1,"B_early_20s","B+"
"2411","Graduate",20,2.75,3.04,2.9,1,1,1,1,3,1,3,9238,105,0,"B_early_20s","B-"
"2412","Graduate",20,3.1,2.69,2.9,1,1,1,37,5,38,8,9670,121.7,1,"B_early_20s","B-"
"2413","Enrolled",20,3.1,3.75,3.42,1,1,1,1,4,19,7,9130,140,0,"B_early_20s","B+"
"2414","Dropout",20,0,0,0,1,1,1,19,1,19,1,171,129.5,0,"B_early_20s","F"
"2415","Enrolled",20,3.17,3.37,3.27,1,1,1,12,4,1,10,9500,115.7,0,"B_early_20s","B"
"2416","Graduate",20,3.42,3.04,3.23,1,1,1,1,3,19,9,9070,134.9,0,"B_early_20s","B"
"2417","Dropout",20,2.88,3.25,3.06,1,1,1,38,9,37,9,9670,122.9,0,"B_early_20s","B"
"2418","Dropout",20,4.12,4.43,4.28,1,1,1,19,9,37,9,9119,150,0,"B_early_20s","A"
"2419","Graduate",20,3.45,3.29,3.37,1,1,1,38,4,38,1,9085,150,0,"B_early_20s","B+"
"2420","Graduate",20,3.15,3.62,3.38,1,1,1,2,2,1,4,9670,140.7,0,"B_early_20s","B+"
"2421","Graduate",20,3.5,3.45,3.48,1,1,1,19,7,19,3,9119,116.6,1,"B_early_20s","B+"
"2422","Graduate",20,3.33,3.39,3.36,1,1,1,1,9,19,9,9119,120.5,0,"B_early_20s","B+"
"2423","Graduate",20,3.39,3.29,3.34,1,1,1,1,9,38,9,9254,120.1,1,"B_early_20s","B+"
"2424","Graduate",20,3.71,3.71,3.71,1,1,1,3,4,37,7,9670,139.5,1,"B_early_20s","A-"
"2425","Dropout",20,0,0,0,1,1,1,1,9,4,5,171,129.2,0,"B_early_20s","F"
"2426","Graduate",20,2.96,3.04,3,1,1,1,19,9,1,9,9773,141.8,0,"B_early_20s","B"
"2427","Graduate",20,3.2,3.19,3.2,1,1,1,3,2,1,4,9773,129.8,0,"B_early_20s","B"
"2428","Dropout",20,3.95,3.64,3.8,1,1,1,19,5,1,4,9119,121.5,0,"B_early_20s","A-"
"2429","Graduate",20,3.67,3.46,3.56,1,1,1,1,4,1,4,9670,117.7,0,"B_early_20s","B+"
"2430","Enrolled",20,2.5,3.25,2.88,0,1,1,19,7,38,5,9238,121,0,"B_early_20s","B-"
"2431","Graduate",20,3.09,3.25,3.17,0,1,1,19,9,1,3,9500,107.8,1,"B_early_20s","B"
"2432","Graduate",20,3.38,3.17,3.28,0,1,1,19,4,38,4,9773,146.5,1,"B_early_20s","B"
"2433","Dropout",20,0,0,0,0,1,1,37,6,37,6,9254,106.1,0,"B_early_20s","F"
"2434","Graduate",20,2.92,3.5,3.21,0,1,1,19,1,1,1,8014,118,1,"B_early_20s","B"
"2435","Graduate",20,3.31,3.18,3.24,0,1,1,1,3,38,9,9070,126.4,1,"B_early_20s","B"
"2436","Enrolled",20,3.14,2.95,3.04,0,1,1,1,9,19,9,9085,140,0,"B_early_20s","B"
"2437","Graduate",20,3.21,3.21,3.21,0,1,1,1,3,1,5,9238,141.7,1,"B_early_20s","B"
"2438","Graduate",20,3.32,3.62,3.47,0,1,1,37,9,3,2,9500,116.8,0,"B_early_20s","B+"
"2439","Graduate",20,3.1,3.21,3.16,0,1,1,19,5,37,8,9991,135,1,"B_early_20s","B"
"2440","Enrolled",20,3.62,2.81,3.21,0,1,1,38,5,1,5,9085,150,0,"B_early_20s","B"
"2441","Graduate",20,3.12,3.12,3.12,0,1,1,3,2,3,2,9500,122,0,"B_early_20s","B"
"2442","Graduate",20,3.17,3.25,3.21,0,1,1,1,3,1,5,9070,127.2,1,"B_early_20s","B"
"2443","Graduate",20,0,0,0,1,1,1,19,5,2,5,171,117.7,1,"B_early_20s","F"
"2444","Graduate",20,3.22,2.96,3.09,1,1,1,38,5,38,10,9500,101,0,"B_early_20s","B"
"2445","Dropout",20,0,0,0,1,1,1,1,4,1,2,9147,134.1,0,"B_early_20s","F"
"2446","Enrolled",20,3.58,3.12,3.35,1,1,1,37,5,1,3,9147,124.8,0,"B_early_20s","B+"
"2447","Dropout",20,2.88,2.88,2.88,1,1,1,4,2,4,10,9130,140,0,"B_early_20s","B-"
"2448","Graduate",20,3.56,3.5,3.53,1,1,1,38,9,1,7,9670,125,0,"B_early_20s","B+"
"2449","Graduate",20,3.67,3.65,3.66,0,1,1,3,2,1,10,9070,148,0,"B_early_20s","B+"
"2450","Graduate",20,3.71,3.71,3.71,0,1,1,37,9,37,9,9500,129.8,0,"B_early_20s","A-"
"2451","Enrolled",20,2.95,3,2.98,0,1,1,1,4,1,3,9085,130,0,"B_early_20s","B-"
"2452","Dropout",20,0,0,0,0,1,1,38,6,37,7,9991,127.3,0,"B_early_20s","F"
"2453","Graduate",20,2.92,2.79,2.86,0,1,1,1,4,19,9,9238,129.8,1,"B_early_20s","B-"
"2454","Graduate",20,2.92,3.15,3.04,0,1,1,1,4,1,3,9003,140,0,"B_early_20s","B"
"2455","Graduate",20,3.34,3.25,3.3,0,1,1,3,2,1,6,9003,160,0,"B_early_20s","B+"
"2456","Enrolled",20,3,2.92,2.96,1,1,1,1,4,38,9,9003,150,1,"B_early_20s","B-"
"2457","Dropout",20,0,0,0,1,1,41,1,2,1,3,171,148.6,0,"B_early_20s","F"
"2458","Dropout",20,3.33,3.12,3.22,1,1,1,1,4,44,2,9238,124.6,0,"B_early_20s","B"
"2459","Dropout",20,2.75,2.67,2.71,1,1,1,3,3,1,6,9130,130,0,"B_early_20s","B-"
"2460","Graduate",20,3.42,3.33,3.38,0,1,1,34,5,37,7,9070,135.8,0,"B_early_20s","B+"
"2461","Graduate",20,3.08,2.94,3.01,0,1,1,14,90,14,90,9238,112.5,0,"B_early_20s","B"
"2462","Graduate",20,3.15,3.3,3.22,1,1,1,37,9,37,6,9003,140,1,"B_early_20s","B"
"2463","Enrolled",20,2.94,2.83,2.88,1,1,1,19,7,38,7,9238,118.7,0,"B_early_20s","B-"
"2464","Dropout",20,2.5,2.75,2.62,1,1,1,37,9,37,9,9147,135.9,0,"B_early_20s","C+"
"2465","Dropout",20,0,0,0,1,1,1,1,3,33,3,9773,129.8,0,"B_early_20s","F"
"2466","Graduate",20,4.21,4.17,4.19,1,1,1,3,2,12,9,9773,137,0,"B_early_20s","A"
"2467","Dropout",20,3,0,1.5,1,1,1,1,4,1,5,9773,130.8,0,"B_early_20s","D+"
"2468","Dropout",20,0,0,0,1,1,1,37,7,37,7,9500,119.7,0,"B_early_20s","F"
"2469","Graduate",20,3.09,2.92,3,1,1,1,38,9,38,9,9147,115.6,1,"B_early_20s","B"
"2470","Graduate",20,3.55,3.55,3.55,0,1,24,1,4,1,3,9500,126.8,1,"B_early_20s","B+"
"2471","Graduate",20,3.46,3.75,3.6,0,1,1,1,5,19,7,9254,109.3,1,"B_early_20s","B+"
"2472","Enrolled",20,3.62,3.75,3.68,0,1,1,19,7,19,8,9254,120,1,"B_early_20s","B+"
"2473","Graduate",20,2.99,3.16,3.08,1,1,1,38,9,1,6,9500,133.5,1,"B_early_20s","B"
"2474","Enrolled",20,2.88,2.75,2.82,0,1,1,37,9,37,6,9254,123.5,1,"B_early_20s","B-"
"2475","Enrolled",20,2.92,2.9,2.91,0,1,1,19,4,19,4,9773,130.7,0,"B_early_20s","B-"
"2476","Graduate",20,2.75,2.85,2.8,0,1,1,1,9,19,6,9254,106.1,0,"B_early_20s","B-"
"2477","Enrolled",20,3.25,3.25,3.25,0,1,1,37,10,37,6,9670,119.7,0,"B_early_20s","B"
"2478","Dropout",20,3,2.75,2.88,0,1,1,37,9,37,9,9130,108,0,"B_early_20s","B-"
"2479","Graduate",20,3.58,3.75,3.66,0,1,1,3,5,1,10,9500,113.5,0,"B_early_20s","B+"
"2480","Graduate",20,3.35,3.35,3.35,0,1,1,37,4,37,3,9500,127.3,0,"B_early_20s","B+"
"2481","Graduate",20,3.31,3.27,3.29,0,1,1,19,5,38,5,171,131.8,0,"B_early_20s","B"
"2482","Enrolled",20,0,0,0,0,1,1,1,9,19,9,9500,108.3,1,"B_early_20s","F"
"2483","Graduate",20,3.04,3.45,3.24,0,1,1,37,3,37,3,9070,131.7,0,"B_early_20s","B"
"2484","Graduate",20,3.08,2.93,3,0,1,1,1,9,19,7,9500,127.5,1,"B_early_20s","B"
"2485","Graduate",20,3,3.36,3.18,0,1,1,19,7,38,7,9085,120.2,0,"B_early_20s","B"
"2486","Graduate",20,3.12,3.17,3.14,0,1,1,37,9,38,8,9070,124.6,0,"B_early_20s","B"
"2487","Graduate",20,3.5,3,3.25,0,1,1,19,9,37,9,9085,124.1,1,"B_early_20s","B"
"2488","Graduate",20,3.12,2.95,3.04,0,1,22,37,9,37,9,9773,137.9,1,"B_early_20s","B"
"2489","Graduate",20,2.81,3.19,3,0,1,1,3,2,1,4,171,128.2,0,"B_early_20s","B"
"2490","Dropout",20,3.25,3.55,3.4,0,1,1,1,4,38,8,9500,141.1,0,"B_early_20s","B+"
"2491","Graduate",20,4.03,3.88,3.96,0,1,1,37,3,38,3,9500,137.8,1,"B_early_20s","A-"
"2492","Graduate",20,3.29,3.5,3.4,0,1,1,38,9,38,8,9254,122.6,1,"B_early_20s","B+"
"2493","Enrolled",20,0,2.92,1.46,0,1,26,3,122,19,144,9556,114,0,"B_early_20s","D+"
"2494","Graduate",20,3.45,3.45,3.45,0,1,1,38,9,37,7,9500,122,1,"B_early_20s","B+"
"2495","Dropout",20,2.81,2.83,2.82,0,1,1,37,9,37,9,9254,114.3,1,"B_early_20s","B-"
"2496","Graduate",20,3.67,3.64,3.66,0,1,1,37,5,37,5,9773,126.3,1,"B_early_20s","B+"
"2497","Graduate",20,3.92,3.89,3.91,0,1,1,1,4,19,7,9085,170,0,"B_early_20s","A-"
"2498","Enrolled",20,3.04,3.5,3.27,0,1,1,38,5,19,4,8014,118.3,0,"B_early_20s","B"
"2499","Graduate",20,2.97,2.99,2.98,0,1,1,19,9,38,9,9556,116.3,1,"B_early_20s","B-"
"2500","Graduate",20,3.16,3.27,3.21,0,1,1,38,4,37,9,9500,116.5,1,"B_early_20s","B"
"2501","Enrolled",20,3.08,3.16,3.12,0,1,1,1,4,1,8,9556,140.2,0,"B_early_20s","B"
"2502","Graduate",20,2.79,3.04,2.92,0,1,1,37,9,37,9,9070,113.9,0,"B_early_20s","B-"
"2503","Graduate",20,3.31,2.95,3.13,0,1,1,1,5,38,7,9773,120.8,0,"B_early_20s","B"
"2504","Graduate",20,3.95,3.95,3.95,0,1,1,38,9,19,5,9500,138.5,1,"B_early_20s","A-"
"2505","Graduate",20,3.44,3.9,3.67,0,1,1,19,9,37,9,9500,119.4,0,"B_early_20s","B+"
"2506","Graduate",20,3.58,3.88,3.73,0,1,1,2,2,1,7,9773,126.2,0,"B_early_20s","A-"
"2507","Enrolled",20,2.96,3.33,3.14,0,1,1,19,3,19,3,9070,129.8,0,"B_early_20s","B"
"2508","Enrolled",20,2.5,2.75,2.62,0,1,1,37,9,37,9,9147,120.2,0,"B_early_20s","C+"
"2509","Graduate",20,2.62,2.94,2.78,0,1,1,34,0,38,5,9773,108.4,0,"B_early_20s","B-"
"2510","Dropout",20,0,0,0,0,1,1,37,0,37,5,9773,114.3,0,"B_early_20s","F"
"2511","Enrolled",20,3.19,2.83,3.01,0,1,1,19,7,37,7,9853,110,0,"B_early_20s","B"
"2512","Graduate",20,3.52,3.75,3.63,0,1,1,37,7,37,7,9500,116.5,1,"B_early_20s","B+"
"2513","Graduate",20,3.7,3.5,3.6,0,1,1,38,9,38,10,9085,139.8,0,"B_early_20s","B+"
"2514","Enrolled",20,0,0,0,0,1,1,19,9,37,9,9991,118.4,0,"B_early_20s","F"
"2515","Graduate",20,2.94,2.95,2.95,0,1,1,37,7,1,0,9670,110.6,0,"B_early_20s","B-"
"2516","Enrolled",20,3.17,2.88,3.02,0,1,1,1,3,39,9,9085,140,0,"B_early_20s","B"
"2517","Graduate",20,3.19,3.19,3.19,0,1,1,38,5,38,5,9500,120.8,1,"B_early_20s","B"
"2518","Graduate",20,2.94,2.95,2.95,0,1,1,37,191,37,154,9147,95,0,"B_early_20s","B-"
"2519","Enrolled",20,0,0,0,0,1,1,1,7,1,3,171,143.9,0,"B_early_20s","F"
"2520","Graduate",20,3.35,3.09,3.22,0,1,1,19,9,38,9,9070,127.2,1,"B_early_20s","B"
"2521","Dropout",20,2.95,2.88,2.92,0,1,1,34,0,38,7,9238,120.2,0,"B_early_20s","B-"
